id,value,userid,tag
analysis,1,94937,yes
TRUE,1,94937,No
events,1,94937,yes
best,1,94937,No
test,8,230,No
variance,6,230,yes
sample,4,230,yes
logistic,3,230,yes
one,3,230,No
two,3,230,No
unbiased,3,230,No
make,3,230,No
pvalue,3,230,No
divide,2,230,No
hidden,2,230,No
difference,2,230,No
bigger,2,230,No
bessels,2,230,No
ttest,2,230,No
probability,2,230,yes
simple,2,230,No
speak,2,230,No
confidence,2,230,yes
correction,2,230,No
sense,2,230,No
calculating,2,230,No
goodnessoffit,2,230,No
without,2,230,No
model,2,230,yes
similarity,1,230,No
perceptronhow,1,230,No
random,1,230,No
results,1,230,No
biasedcreating,1,230,No
concept,1,1558,No
comparison,1,1558,No
tests,1,1558,No
proportionscan,1,1558,No
multiple,1,1558,No
avoid,1,1558,No
someone,1,1558,No
context,1,1558,No
permutation,1,1558,yes
problem,1,1558,No
exchangeability,1,1558,yes
explain,1,1558,No
models,1,16546,No
together,1,16546,No
sampling,1,16546,yes
hierarchical,1,16546,yes
effects,1,16546,yes
mixed,1,16546,No
packages,1,16546,No
multistage,1,16546,No
formula,1,21375,yes
lme,1,21375,yes
confusions,1,21375,No
nesting,1,21375,No
grouping,1,21375,No
clusters,2,34605,No
function,1,34605,yes
setwhat,1,34605,No
given,1,34605,No
takes,1,34605,No
third,1,34605,No
dependent,1,34605,yes
variables,1,34605,No
classification,1,34605,yes
two,1,34605,No
new,1,34605,No
centers,1,34605,No
method,1,34605,No
variableis,1,34605,No
found,1,34605,No
data,1,34605,No
check,1,34605,No
assigns,1,34605,No
data,3,49593,No
ab,1,49593,No
predict,1,49593,No
prediction,1,49593,yes
agtb,1,49593,No
apply,1,49593,No
spline,1,49593,No
abmeasuring,1,49593,No
longitudinal,1,49593,No
complex,1,49593,No
mix,1,49593,No
critical,1,49593,No
observations,1,49593,No
function,1,49593,yes
pointslearner,1,49593,No
missing,1,49593,No
big,1,49593,No
interpolate,1,49593,No
else,1,49593,No
sql,1,49593,yes
parallel,1,49593,No
database,1,49593,yes
loess,1,49593,yes
etc,1,49593,No
individuals,1,49593,No
model,1,49593,yes
noncritical,1,49593,No
cdf,2,17379,yes
compare,2,17379,No
two,2,17379,No
test,2,17379,No
groups,2,17379,No
alternatives,1,17379,No
nonparametric,1,17379,yes
one,1,17379,No
frequency,1,17379,yes
pairedrelated,1,17379,No
statistical,1,17379,yes
distributions,1,17379,yes
different,1,17379,No
group,1,17379,No
rankings,1,17379,No
tests,1,17379,No
cross,1,17379,No
independent,1,17379,No
distributionswhat,1,17379,No
used,1,17379,No
multiple,1,17379,No
returned,1,17379,No
means,1,17379,No
argument,1,17379,No
orddom,1,17379,No
delta,1,17379,No
truewhich,1,17379,No
descriptionwhich,1,17379,No
convert,1,17379,No
wilcox,1,17379,No
computed,1,75232,No
manually,1,75232,No
normal,1,75232,No
squared,1,75232,No
values,1,75232,No
fitted,1,75232,No
data,2,70154,No
mean,2,70154,yes
predefined,1,70154,No
rtransforming,1,70154,No
simulate,1,70154,No
desired,1,70154,No
lot,1,70154,No
simulated,1,70154,No
variance,1,70154,yes
differencessimulating,1,70154,No
constraints,1,70154,No
ttests,1,70154,No
rms,2,100951,yes
compartions,1,100951,No
easy,1,100951,No
package,1,100951,yes
orm,1,100951,No
pairwise,1,100951,No
way,1,100951,No
contrast,1,100951,yes
packagelrm,1,100951,No
car,1,116185,yes
measurements,1,116185,No
statistical,1,116185,yes
time,1,116185,No
model,1,116185,yes
speed,1,116185,No
day,1,116185,No
results,2,16938,No
package,2,16938,yes
weighted,1,16938,No
averaging,1,16938,No
alternative,1,16938,No
valuesdifferent,1,16938,No
plot,1,16938,No
confidence,1,16938,yes
gridded,1,16938,No
means,1,16938,No
comparing,1,16938,No
basic,1,16938,No
whyglm,1,16938,No
missing,1,16938,No
rhow,1,16938,No
number,1,16938,No
valuescalculating,1,16938,No
effects,1,16938,yes
changing,1,16938,No
data,1,16938,No
interpret,1,16938,No
interaction,1,16938,yes
interval,1,16938,yes
gam,1,16938,yes
daily,1,16938,No
grasp,1,16938,No
testprediction,1,16692,No
pca,1,16692,yes
compute,1,16692,No
pvalue,1,16692,No
permutation,1,16692,yes
function,4,22311,yes
bayesian,4,22311,yes
kernel,2,22311,No
optimization,2,22311,yes
different,2,22311,No
data,2,22311,No
neural,2,22311,No
analysis,2,22311,yes
lambdawhat,1,22311,No
monte,1,22311,No
help,1,22311,No
modelis,1,22311,No
roc,1,22311,yes
btblambdaomega,1,22311,No
invent,1,22311,No
tuningare,1,22311,No
inferencekernel,1,22311,No
lengthsrotating,1,22311,No
network,1,22311,No
density,1,22311,No
graph,1,22311,No
penalty,1,22311,No
mixture,1,22311,yes
spaceshomework,1,22311,No
grid,1,22311,No
name,1,22311,No
datawhat,1,22311,No
deviance,1,22311,yes
discrete,1,22311,No
rstan,1,22311,No
set,1,26487,No
rotation,1,26487,yes
series,1,26487,No
random,1,26487,No
rfind,1,26487,No
points,1,26487,No
time,1,26487,No
groupsanalysis,1,26487,No
factor,1,26487,No
problem,1,26487,No
fixed,1,26487,No
matching,1,26487,yes
alignment,1,26487,No
survival,4,80095,yes
selection,1,80095,No
pvalues,1,80095,No
cross,1,80095,No
predict,1,80095,No
pvaluesinvalid,1,80095,No
analysisusing,1,80095,No
equal,1,80095,No
times,1,80095,No
reported,1,80095,No
quantile,1,80095,No
coefficients,1,80095,No
survreg,1,80095,No
analysissign,1,80095,No
distributionkfold,1,80095,No
validation,1,80095,yes
pvalue,1,80095,No
survregfeature,1,80095,No
computed,1,80095,No
given,1,91751,No
rejection,1,91751,No
populations,1,91751,No
performing,1,91751,No
homogeneity,1,91751,yes
regions,1,91751,No
samplesset,1,91751,No
without,1,91751,No
test,1,91751,No
variance,1,91751,yes
plot,1,101243,No
given,1,101243,No
whose,1,101243,No
kmeansclassification,1,101243,No
image,1,101243,No
similarity,1,101243,No
question,1,101243,No
rfinding,1,101243,No
number,1,101243,No
cluster,1,101243,No
ideal,1,101243,No
cosine,1,101243,No
clusters,1,101243,No
overlappingwhat,1,101243,No
amp,1,101243,No
ctree,1,101243,No
cox,1,110984,No
time,1,110984,No
hazard,1,110984,yes
varying,1,110984,No
proportional,1,110984,No
model,1,110984,yes
coefficients,1,110984,No
correlated,1,90174,No
variablesmultiple,1,90174,No
discriminant,1,90174,yes
lots,1,90174,No
adjusting,1,90174,No
analysis,1,90174,yes
values,1,90174,No
samples,1,90174,No
comparisons,1,90174,No
variables,1,90174,No
regression,2,24472,yes
variance,2,24472,yes
estimation,1,24472,yes
terms,1,24472,No
calculate,1,24472,No
work,1,24472,No
negative,1,24472,No
method,1,24472,No
modelwhy,1,24472,No
accuracyhow,1,24472,No
failures,1,24472,No
logistic,1,24472,yes
delta,1,24472,No
improve,1,24472,No
gls,1,24472,No
order,1,24472,yes
higher,1,24472,No
correction,1,35292,No
shanken,1,35292,No
tstatistics,1,35292,No
code,1,27761,yes
andor,1,27761,No
pythonsolving,1,27761,No
python,1,27761,yes
problems,1,27761,No
ewma,1,27761,No
component,1,27761,No
analysis,1,27761,yes
optimization,1,27761,yes
sas,1,27761,yes
converting,1,27761,No
pythonprincipal,1,27761,No
regression,1,27761,yes
classification,1,61057,yes
get,1,61057,No
random,1,61057,No
assess,1,61057,No
mcnemar,1,61057,No
test,1,61057,No
performance,1,61057,yes
classifier,1,61057,No
function,1,82697,yes
million,1,82697,No
based,1,82697,No
pvalues,1,82697,No
work,1,82697,No
year,1,82697,No
per,1,82697,No
research,1,82697,No
randomnesswhat,1,82697,No
link,1,82697,No
pure,1,82697,No
papers,1,82697,No
glm,1,82697,No
mui,1,82697,No
really,1,82697,No
demonstrating,1,111376,No
whether,1,111376,No
two,1,111376,No
together,1,111376,No
grouped,1,111376,No
participants,1,111376,No
groups,1,111376,No
variable,2,57227,No
sub,1,57227,No
get,1,57227,No
composite,1,57227,yes
subvariable,1,57227,No
sum,1,57227,yes
combined,1,57227,No
variableshow,1,57227,No
forecasting,1,1896,yes
code,1,1896,yes
kalman,1,1896,No
series,1,1896,No
filter,1,1896,yes
time,1,1896,No
neural,2,24864,No
selection,1,24864,No
accurate,1,24864,No
perceptron,1,24864,yes
regression,1,24864,yes
techniques,1,24864,No
network,1,24864,No
glmcorrelated,1,24864,No
approximate,1,24864,No
net,1,24864,No
bolasso,1,24864,No
modelscan,1,24864,No
error,1,24864,yes
residual,1,24864,No
train,1,24864,yes
logit,1,24864,yes
glmnet,1,24864,yes
term,1,24864,No
glm,1,24864,No
mlp,1,24864,No
algorithms,1,24864,yes
optionsfast,1,24864,No
model,1,24864,yes
slowwhich,1,24864,No
parametric,1,24864,yes
a pybrain,1,24864,No
opposite,1,27861,No
metaanalysisspecify,1,27861,No
separate,1,27861,No
results,1,27861,No
anova,1,27861,yes
zeroinflated,1,27861,No
jagsbugs,1,27861,No
posterior,1,27861,yes
hurdle,1,27861,No
modelsjags,1,27861,No
rcombining,1,27861,No
model,1,27861,yes
distributions,1,27861,yes
regression,1,27861,yes
gamma,1,27861,No
predictive,2,56832,No
regression,2,56832,yes
survival,2,56832,yes
multiple,2,56832,No
model,2,56832,yes
compare,1,56832,No
probability,1,56832,yes
automated,1,56832,No
splitting,1,56832,No
nonparametric,1,56832,yes
outcomes,1,56832,No
assess,1,56832,No
testsassessing,1,56832,No
single,1,56832,No
vs,1,56832,No
learning,1,56832,yes
replicated,1,56832,No
modelingwhat,1,56832,No
different,1,56832,No
calculate,1,56832,No
analysisis,1,56832,No
modelsinterpreting,1,56832,No
algorithmshow,1,56832,No
sample,1,56832,yes
choose,1,56832,No
test,1,56832,No
stochastic,1,56832,No
several,1,56832,No
sizehow,1,56832,No
measures,1,56832,No
tests,1,68734,No
forecast,1,68734,No
dieboldmariano,1,68734,No
horizon,1,68734,No
understanding,1,68734,No
compare,1,92292,No
comparisonswhat,1,92292,No
multiple,1,92292,No
matrix,1,92292,yes
lost,1,92292,No
pattern,1,92292,No
variables,1,92292,No
due,1,92292,No
two,1,92292,No
power,1,92292,yes
intersec,1,92292,No
design,1,92292,No
test,1,92292,No
recover,1,92292,No
correcting,1,92292,No
appropiate,1,92292,No
regression,7,14731,yes
relative,3,14731,No
importance,3,14731,yes
items,3,14731,No
symptom,3,14731,No
ordered,3,14731,No
high,3,14731,No
strongest,2,14731,No
individual,2,14731,No
across,2,14731,No
linear,2,14731,yes
spss,2,14731,yes
variance,2,14731,yes
question,2,14731,No
rregression,2,14731,No
values,2,14731,No
vs,2,14731,No
response,2,14731,No
interval,2,14731,yes
time,2,14731,No
model,2,14731,yes
similarity,1,14731,No
results,1,14731,No
nonparametric,1,14731,yes
listwise,1,14731,No
entropy,1,14731,yes
statistical,1,14731,yes
ratio,1,14731,yes
regressionordinal,1,14731,No
identification,1,14731,yes
function,1,70503,yes
bootstrapping,1,70503,No
means,1,70503,No
boot,1,70503,No
two,1,70503,No
comparing,1,70503,No
permutation,1,70503,yes
test,1,70503,No
space,1,71044,No
diagnostics,1,71044,No
time,1,71044,No
model,1,71044,yes
glmm,1,71044,yes
admbglm,1,71044,No
rainfall,1,79995,No
based,1,79995,No
predicting,1,79995,No
water,1,79995,No
levels,1,79995,No
stats,1,79995,No
predictors,1,113832,No
rescale,1,113832,No
predictions,1,113832,No
scaled,1,113832,No
model,1,113832,yes
regression,1,113832,yes
fitted,1,113832,No
mathrmr,2,114914,No
difference,1,114914,No
values,1,114914,No
interpreted,1,114914,No
variable,2,113291,No
emerge,1,113291,No
random,1,113291,No
factor,1,113291,No
weak,1,113291,No
important,1,113291,No
forest,1,113291,No
correlation,1,113291,yes
outcome,1,113291,No
model,2,273,yes
estimation,2,273,yes
similar,2,273,No
aic,2,273,yes
durbinwatson,1,273,No
quartetfrequentist,1,273,No
selection,1,273,No
inference,1,273,yes
show,1,273,No
minimising,1,273,No
distributionsrevolutions,1,273,No
one,1,273,No
appropriate,1,273,No
approximately,1,273,No
apply,1,273,No
sensegraphical,1,273,No
univariate,1,273,yes
summaries,1,273,No
select,1,273,No
constructed,1,273,No
relationships,1,273,No
independentcan,1,273,No
statistics,1,273,No
discriminate,1,273,No
interchangeablybest,1,273,No
burnhamanderson,1,273,No
hybrid,1,273,No
aicbiccicdiceicficgichiciic,1,273,No
book,1,273,No
yearswhat,1,273,No
kernel,1,37648,No
clusterkmeans,1,37648,No
cluster,1,37648,No
vs,1,37648,No
centers,1,37648,No
size,1,37648,No
standardized,1,37648,No
discriminant,1,37648,yes
decision,1,37648,No
priori,1,37648,No
svminterpreting,1,37648,No
plotting,1,37648,No
numberset,1,37648,No
linear,1,37648,yes
quite,1,37648,No
bit,1,37648,No
change,1,37648,No
seedn,1,37648,No
coordinatesrandom,1,37648,No
rbf,1,37648,No
runkmeans,1,37648,No
mean,1,37648,yes
test,2,54130,No
calculating,1,54130,No
overrepresentation,1,54130,No
exact,1,54130,No
create,1,54130,No
permutation,1,54130,yes
rhow,1,54130,No
data,1,54130,No
substring,1,54130,No
categorical,1,54130,No
statistical,1,54130,yes
significance,1,54130,No
distribution,1,54130,No
null,1,54130,No
stringconditional,1,54130,No
unconditional,1,54130,No
lrtest,1,78936,No
match,1,78936,No
anovatestlrt,1,78936,No
happen,1,54628,No
biased,1,54628,No
whats,1,54628,No
linear,1,54628,yes
probability,1,54628,yes
estimating,1,54628,No
models,1,54628,No
interesting,1,54628,No
time,1,54628,No
rwhat,1,54628,No
successes,1,54628,No
xvery,1,54628,No
wrong,1,54628,No
low,1,54628,No
logistic,1,54628,yes
estimators,1,54628,yes
trials,1,54628,No
variance,1,54628,yes
distribution,1,54628,No
regression,1,54628,yes
theres,1,54628,No
test,3,133457,No
lower,2,133457,No
tailf,1,133457,No
testr,1,133457,No
score,1,133457,No
calculating,1,133457,No
vardataset,1,133457,No
require,1,133457,No
possiblewhy,1,133457,No
anova,1,133457,yes
ma ualy,1,133457,No
good,1,133457,No
uppertail,1,133457,No
used,1,133457,No
value,1,133457,No
method,1,133457,No
predictive,1,80951,No
senseseasonal,1,80951,No
predict,1,80951,No
residualwhen,1,80951,No
vs,1,80951,No
eclat,1,80951,No
sku,1,80951,No
huge,1,80951,No
ljungbox,1,80951,No
mape,1,80951,yes
top,1,80951,No
apriori,1,80951,yes
smoothing,1,80951,yes
strange,1,80951,No
test,1,80951,No
buy,1,80951,No
rules,1,80951,No
possible,1,80951,No
prevision,1,80951,No
aggregation,1,80951,yes
valuehierarchy,1,80951,No
association,1,80951,No
approachrfm,1,80951,No
acf,1,80951,No
exponential,1,80951,yes
behaviorarima,1,80951,No
pacf,1,80951,No
recommendationsimple,1,80951,No
model,1,80951,yes
make,1,80951,No
comparison,2,97267,No
mixed,2,97267,No
modelsbeta,1,97267,No
modelsmixed,1,97267,No
anova,1,97267,yes
assumptions,1,97267,yes
values,1,97267,No
effects,1,97267,yes
nonsignificant,1,97267,No
model,1,97267,yes
compare,1,107964,No
unequal,1,107964,No
linear,1,107964,yes
sizes,1,107964,No
possible,1,107964,No
nonparametric,1,107964,yes
ris,1,107964,No
sample,1,107964,yes
paired,1,107964,No
time,1,107964,No
date,1,107964,No
model,1,107964,yes
ttest,1,107964,No
weight,1,115624,No
loess,1,115624,yes
sample,1,115624,yes
values,1,115624,No
regression,1,115624,yes
size,1,115624,No
effects,2,124778,yes
dummy,1,124778,No
random,1,124778,No
analysis,1,124778,yes
keep,1,124778,No
variable,1,124778,No
plm,1,124778,yes
fixed,1,124778,No
regression,3,133434,yes
logistic,2,133434,yes
cbind,1,133434,No
proportions,1,133434,No
sign,1,133434,No
directly,1,133434,No
byhand,1,133434,No
adding,1,133434,No
errors,1,133434,No
calculate,1,133434,No
probabilities,1,133434,No
change,1,133434,No
instead,1,133434,No
main,1,133434,No
glms,1,133434,No
rhow,1,133434,No
effect,1,133434,No
standard,1,133434,yes
interactionsusing,1,133434,No
binomial,1,133434,yes
rwhy,1,133434,No
interpret,1,133434,No
interaction,1,133434,yes
glm,1,133434,No
without,1,133434,No
values,1,133434,No
predicted,1,133434,No
fitted,1,133434,No
bootstrapping,1,4472,No
analysis,1,4472,yes
efficiency,1,4472,yes
score,1,4472,No
envelopment,1,4472,No
data,1,4472,No
check,2,7054,No
algorithmic,1,7054,No
oscillating,1,7054,No
analysis,1,7054,yes
dataset,1,7054,yes
way,1,7054,No
oscillatesusing,1,7054,No
fourier,1,7054,No
data,1,7054,No
propensity,1,27784,yes
score,1,27784,No
matching,1,27784,yes
binary,1,36440,No
model,1,36440,yes
lme,1,36440,yes
specify,1,36440,No
timeseriescrosssection,1,36440,No
learning,2,58827,yes
regression,2,58827,yes
machine,2,58827,No
spatial,2,58827,yes
statistical,1,58827,yes
series,1,58827,No
variables,1,58827,No
choosing,1,58827,No
highly,1,58827,No
network,1,58827,No
parameters,1,58827,No
lagged,1,58827,No
technique,1,58827,No
artificial,1,58827,No
dependent,1,58827,yes
rcondensing,1,58827,No
timeseries,1,58827,No
data,1,58827,No
neural,1,58827,No
datausing,1,58827,No
time,1,58827,No
model,1,58827,yes
crosscorrelated,1,58827,No
interpolationideal,1,58827,No
log,1,122594,No
problematic,1,122594,No
inherently,1,122594,No
posterior,1,122594,yes
correlation,1,122594,yes
parameter,1,122594,No
probability,3,6015,yes
within,2,6015,No
obtain,2,6015,No
sample,2,6015,yes
group,2,6015,No
trials,2,6015,No
multiple,2,6015,No
random,2,6015,No
ordinal,1,6015,yes
compare,1,6015,No
quantile,1,6015,No
methods,1,6015,No
nonparametric,1,6015,yes
outshine,1,6015,No
assumptions,1,6015,yes
censored,1,6015,No
aggregationmultiple,1,6015,No
regressionpredictive,1,6015,No
check,1,6015,No
linear,1,6015,yes
given,1,6015,No
classical,1,6015,No
density,1,6015,No
temporal,1,6015,No
measurements,1,6015,No
datameasuring,1,6015,No
meier,1,6015,No
needed,1,6015,No
randomization,1,6015,yes
assumption,1,6015,No
data,2,8428,No
bonferronitype,1,8428,No
linear,1,8428,yes
compositional,1,8428,No
ru ing,1,8428,No
proportions,1,8428,No
analysis,1,8428,yes
transformed,1,8428,No
generalized,1,8428,No
spsssidak,1,8428,No
input,1,8428,No
model,1,8428,yes
logratios,1,8428,No
process,4,17748,No
test,3,17748,No
arp,2,17748,No
series,2,17748,No
gaussian,2,17748,No
linear,2,17748,yes
real,1,17748,No
forecasting,1,17748,yes
constant,1,17748,No
describe,1,17748,No
processtime,1,17748,No
i ovationsis,1,17748,No
ar,1,17748,No
serial,1,17748,No
null,1,17748,No
processhow,1,17748,No
unit,1,17748,No
given,1,17748,No
ljungbox,1,17748,No
stationarity,1,17748,yes
explain,1,17748,No
wavehow,1,17748,No
two,1,17748,No
white,1,17748,No
accuracy,1,17748,yes
masewhat,1,17748,No
noise,1,17748,yes
unitroot,1,17748,No
correlation,1,17748,yes
results,1,17748,No
model,3,21827,yes
risk,2,21827,yes
weighted,1,21827,No
randomforestfrequency,1,21827,No
randomforest,1,21827,No
highly,1,21827,No
individual,1,21827,No
regression,1,21827,yes
confidence,1,21827,yes
measurein,1,21827,No
finding,1,21827,No
versus,1,21827,No
terms,1,21827,No
interactions,1,21827,No
rhow,1,21827,No
population,1,21827,yes
datawhat,1,21827,No
bootstrap,1,21827,yes
skewed,1,21827,No
weights,1,21827,yes
differentiates,1,21827,No
logistic,1,21827,yes
matrixttest,1,21827,No
test,1,75020,No
model,1,75020,yes
lines,1,75020,No
two,1,75020,No
parallel,1,75020,No
regression,4,17107,yes
model,4,17107,yes
coding,2,17107,yes
one,2,17107,No
given,2,17107,No
rhow,2,17107,No
intercept,2,17107,yes
data,2,17107,No
set,1,17107,No
maximum,1,17107,yes
roc,1,17107,yes
prediction,1,17107,yes
sample,1,17107,yes
calculated,1,17107,No
measure,1,17107,No
balanced,1,17107,No
variableshow,1,17107,No
calculate,1,17107,No
support,1,17107,No
two,1,17107,No
machine,1,17107,No
factor,1,17107,No
performance,1,17107,yes
assessment,1,17107,No
define,1,17107,No
independent,1,17107,No
draw,1,17107,No
good,1,17107,No
linear,1,17107,yes
dummieswhich,1,17107,No
cross,4,67881,No
estimates,3,67881,No
regression,3,67881,yes
data,3,67881,No
interaction,3,67881,yes
odds,3,67881,yes
logistic,3,67881,yes
validation,3,67881,yes
variables,2,67881,No
random,2,67881,No
ratio,2,67881,yes
output,2,67881,No
glmer,2,67881,yes
specify,2,67881,No
coefficient,2,67881,yes
term,2,67881,No
slope,1,67881,No
ratioslogistic,1,67881,No
functionglmer,1,67881,No
classification,1,67881,yes
kfold,1,67881,No
calculation,1,67881,No
dealing,1,67881,No
validationkfold,1,67881,No
scaled,1,67881,No
raw,1,67881,No
frameworkrandom,1,67881,No
model,1,67881,yes
assessment,1,67881,No
message,1,67881,No
vectors,1,74545,No
two,1,74545,No
histogram,1,74545,yes
frame,1,105880,No
data,1,105880,No
reverse,1,105880,No
series,4,117831,No
prediction,2,117831,yes
value,2,117831,No
time,2,117831,No
lstmusing,1,117831,No
vs,1,117831,No
predicting,1,117831,No
seasonality,1,117831,yes
lstmoptimal,1,117831,No
arimatime,1,117831,No
arima,1,117831,yes
predictiontime,1,117831,No
frequency,1,117831,yes
r ,1,117831,No
learning,1,117831,yes
online,1,117831,yes
feature,1,117831,No
lstm,1,117831,yes
one,1,117831,No
holtwinters,1,117831,No
analysis,3,44618,yes
vs,2,44618,No
mcnemar,2,44618,No
tests,2,44618,No
models,2,44618,No
set,1,44618,No
multinomialmultistate,1,44618,No
numbers,1,44618,No
statistical,1,44618,yes
multistate,1,44618,No
calculate,1,44618,No
msm,1,44618,No
testssurvival,1,44618,No
dataextension,1,44618,No
multiple,1,44618,No
expansionsite,1,44618,No
survival,1,44618,yes
numerical,1,44618,No
standard,1,44618,yes
reported,1,44618,No
interaction,1,44618,yes
competing,1,44618,No
amp,1,44618,No
overflow,1,44618,No
diagnostic,1,44618,yes
errorscochrans,1,44618,No
togethercomparison,1,44618,No
package,1,44618,yes
average,1,44618,yes
rpopulation,1,44618,No
seriesvariables,1,8053,No
poststratification,1,8053,No
visualize,1,8053,No
effective,1,8053,No
rs,1,8053,No
data,1,8053,No
packageremoving,1,8053,No
set,1,8053,No
economic,1,8053,No
effects,1,8053,yes
way,1,8053,No
time,1,8053,No
weights,1,8053,yes
net,1,8053,No
growthprofitincomereconstructing,1,8053,No
matching,1,8053,yes
matched,1,8053,No
sampling,2,22119,yes
test,2,22119,No
continuous,2,22119,No
logistic,2,22119,yes
timehow,1,22119,No
medianresponse,1,22119,No
datamultistage,1,22119,No
variables,1,22119,No
testing,1,22119,No
degrades,1,22119,No
variablewhich,1,22119,No
depends,1,22119,No
predictorsmultinomial,1,22119,No
another,1,22119,No
regressionbayesian,1,22119,No
calculatedhow,1,22119,No
bagging,1,22119,yes
plot,1,22119,No
subsample,1,22119,No
two,1,22119,No
regression,1,22119,yes
choose,1,22119,No
variableclassify,1,22119,No
big,1,22119,No
performance,1,22119,yes
severelyhow,1,22119,No
qq,1,22119,No
handle,1,22119,No
pvalues,1,22119,No
interactions,1,22119,No
distance,1,21286,yes
classification,1,21286,yes
combination,1,21286,No
random,1,21286,No
classes,1,21286,No
forest,1,21286,No
matrix,1,21286,yes
distributionissues,1,43267,No
compare,1,43267,No
uneven,1,43267,No
matrix,1,43267,yes
principal,1,43267,No
component,1,43267,No
explained,1,43267,No
one,1,43267,No
sizesestimating,1,43267,No
standard,1,43267,yes
sample,1,43267,yes
setting,1,43267,No
rpca,1,43267,No
error,1,43267,yes
small,1,43267,No
variance,1,43267,yes
model,1,43267,yes
sampling,1,43267,yes
distributions,1,43267,yes
mean,1,43267,yes
fitting,1,88711,yes
data,1,88711,No
equation,1,88711,No
unit,3,43908,No
test,3,43908,No
root,3,43908,No
time,2,43908,No
rchecking,1,43908,No
series,1,43908,No
variables,1,43908,No
manuallyconstruct,1,43908,No
ips,1,43908,No
done,1,43908,No
regressiongetting,1,43908,No
plot,1,43908,No
cholesky,1,43908,yes
matrix,1,43908,yes
gmm,1,43908,yes
rs,1,43908,No
impulseresponse,1,43908,No
field,1,43908,No
decomposition,1,43908,yes
special,1,43908,No
var,1,43908,yes
resultsis,1,43908,No
function,1,43908,yes
missing,1,43908,No
df,1,43908,No
differences,1,43908,yes
rhow,1,43908,No
levels,1,43908,No
estimate,1,43908,No
dickeyfuller,1,43908,No
data,2,20473,No
given,1,20473,No
eventsgroup,1,20473,No
based,1,20473,No
classification,1,20473,yes
interval,1,20473,yes
period,1,20473,No
number,1,20473,No
dimensional,1,20473,No
mixed,1,20473,No
reduction,1,20473,No
time,1,20473,No
finding,1,20473,No
runsupervised,1,20473,No
univariate,1,20473,yes
events,1,20473,yes
types,1,20473,No
series,3,75335,No
different,2,75335,No
multiple,2,75335,No
data,2,75335,No
time,2,75335,No
seasonal,1,75335,No
pre,1,75335,No
selection,1,75335,No
functionscalculate,1,75335,No
results,1,75335,No
years,1,75335,No
seasonalitiesdaily,1,75335,No
regression,1,75335,yes
samplestime,1,75335,No
caret,1,75335,yes
difference,1,75335,No
based,1,75335,No
title,1,75335,No
two,1,75335,No
ordertest,1,75335,No
setting,1,75335,No
decomposition,1,75335,yes
several,1,75335,No
dummiesdecomposition,1,75335,No
dataggplot,1,75335,No
processing,1,75335,No
systematic,1,75335,yes
demand,1,75335,No
tbats,1,75335,yes
geomdensity,1,75335,No
tests,1,44449,No
stationarity,1,44449,yes
checking,1,44449,yes
covariance,1,44449,yes
variance,1,44449,yes
mean,1,44449,yes
mixed,2,13085,No
linear,1,13085,yes
interactions,1,13085,No
modelsinterpreting,1,13085,No
variables,1,13085,No
categorical,1,13085,No
included,1,13085,No
binomial,1,13085,yes
output,1,13085,No
model,1,13085,yes
regression,1,13085,yes
coefficients,1,13085,No
estimators,1,16666,yes
statsztest,1,16666,No
vs,1,16666,No
estimatorsufficient,1,16666,No
statistic,1,16666,No
distributionusing,1,16666,No
regression,1,16666,yes
parameters,1,16666,No
biometricsquestion,1,16666,No
reduction,1,16666,No
spatial,1,16666,yes
expected,1,16666,No
gumbel,1,16666,yes
distributiondimension,1,16666,No
function,1,16666,yes
bayesian,1,16666,yes
ttest,1,16666,No
parameterusable,1,16666,No
mle,1,16666,No
rconvergence,1,16666,No
value,1,16666,No
limiting,1,16666,No
assumptions,1,16666,yes
dataproject,1,16666,No
logistic,1,16666,yes
distribution,1,16666,No
survival,5,54207,yes
specify,3,54207,No
analysis,3,54207,yes
data,2,54207,No
possible,2,54207,No
hazard,2,54207,yes
problem,2,54207,No
everyone,1,54207,No
uncensored,1,54207,No
functional,1,54207,No
tackle,1,54207,No
rate,1,54207,No
regression,1,54207,yes
localized,1,54207,No
custom,1,54207,No
access,1,54207,No
modelwould,1,54207,No
analysisin,1,54207,No
formis,1,54207,No
formula,1,54207,yes
durations,1,54207,No
function,1,54207,yes
died,1,54207,No
records,1,54207,No
link,1,54207,No
variable,1,54207,No
likelihood,1,54207,yes
glm,1,54207,No
packageit,1,54207,No
package,1,54207,yes
get,2,90005,No
regressionhow,1,90005,No
multiple,1,90005,No
linear,1,90005,yes
degree,1,90005,No
freedom,1,90005,No
standard,1,90005,yes
linearregression,1,90005,No
error,1,90005,yes
parameters,1,90005,No
gam,3,87337,yes
loess,2,87337,yes
random,1,87337,No
modelmodel,1,87337,No
regression,1,87337,yes
landscape,1,87337,No
confidence,1,87337,yes
scale,1,87337,No
additive,1,87337,No
predictions,1,87337,No
build,1,87337,No
spatial,1,87337,yes
derivative,1,87337,yes
include,1,87337,No
correct,1,87337,No
match,1,87337,No
generalized,1,87337,No
ratiowhy,1,87337,No
construction,1,87337,No
effects,1,87337,yes
judge,1,87337,No
meaningful,1,87337,No
response,1,87337,No
modelweighting,1,87337,No
interval,1,87337,yes
smooth,1,87337,No
ecologyhow,1,87337,No
mixed,1,87337,No
smoothhow,1,87337,No
