OwnerUserId,Post_body
"23607","Advice/literature on combining items with different response scales into composite scales?,detect number of peaks in audio recording,Fitting multilevel models to complex survey data in R,power for estimating treatment heterogeneity in RCT,Rolling out trial in phases, but not stepped wedge,sample size for test-retest reliability,stepped wedge and additive intervention effects,Sum of rating scores vs estimated factor scores?,What is the correct specification for a segmented regression of interrupted time series data with a non-equivalent comparison group?"
"114003","Do proximity or importance influence predictions by a random forest?,got msg ""convergence warning in initialization\n"" running svmpath()"
"124823","Panel data basic question on right (best?) approach"
"14510","How to check if the results of two methodologies are the same?,Scale a matrix to predefined stddev and mean"
"26412","Testing significant differences between regressions in R"
"27494","Deciding between a linear regression model or non-linear regression model,Difference between Taxonomy and Classification with respect to data/text mining,Finding similarity between the objects ( Actually how to justify the similarity of objects in mathematics form ),R Time Series Analysis forecast result always remains same,Understanding cluster plot and component variability,What is `&lt;&lt;-` in R?"
"71364","Common trends with Difference in differences,Fitted values from regression on first differences,How to check for confounding factors,Is it possible to parallelize a matching method?,Local polynomial regression with Epanechnikov kernel,Matching in a linear DiD setup,OLS in terms of means and sample size,Variables which only changes over time in fixed effects,What is ordinary, in ordinary least squares?,When is OLS and FD equal?,Why do thse two methods yield the same estimate [with code]?"
"70282","A measure for sustained activity (dispersion),Bayesian confidence interval - Jeffreys prior - other than the 0.5 centroid,Binomial Confidence Intervals - Bayes Jeffrey's Prior vs Agresti-Coull method,Choosing words in a topic, which cut-off for LDA topics?,Convert standardized coefficients to unstandardized (metric) coefficients for linear regression of a standardized independent variable,Ensemble model of simple univariate linear regression models,Equation for negative binomial regression from glm.nb() for use in program?,Gaussian shape link function for glm binomial regression?,h2o glm binomial regression on proportion data (successes and failures),How does one extract the final equation from glm poisson model?,Laurent polynomial regression?,logistic regression with an imbalanced data set, picking threshold cut point,Methods for determining cause and effect relationships between time lagged variables?,online calculation of exponential moving skewness in R code,predicting the percentile of response variable via linear regression of zscores,R's nnet needs decay to perform with sin() like function, why variant reproducibility,Softmax_Normalization: Using sigmoid transformation on the independent variables to protect against outliers in logistic regression,Taming of the skew... Why are there so many skew functions?,The effect of scale of predictor variables in regression techniques,Weighted arithmetic mean weight choice in a simplified Bayes estimator,Which is a better method to combine probability in Naive Bayes?,Which Naive Bayes in the Wikipedia article ""Naive Bayes spam filtering""?"
"56216","Compare poisson and negative binomial regression with LR test,Estimating a peer effects model in R,In count data models with dummies, what exactly means ""on average""?,Is it meaningful to calculate predicted marginal effects of a count data model with an interaction effect?,Upon transforming coefficients, how do I transform SE, z value and Pr(&gt;|z|)?,What can go wrong if I use normal 2sls IV regression for count data?"
"43209","Average distance in distance matrix,Comparing several asymmetric distributions,Differences in variables constructed by counting.,Fit oscillating data and predicting values,How many chi-squared distance matrix does correspondence analysis make?,Multi-peak Gaussian fit in R,Place preference determination,Using t-test to compare multiple slopes?,Why does power reduce when increasing the number of post-hoc comparisons?"
"59525","Missing factor levels after logistic regression glm()"
"127445","Issue about 'logLik' command of R,One-way ANOVA in R using summary data,What to compare - means or variances?"
"121540","ANOVA 3 factors: 2 fixed factors, 1 factor nested within crossed fixed factors,Repeated measures results and model singular"
"2728","Accounting for discrete or binary parameters in Bayesian information criterion,Accurate tail probabilities (p-values) in MASS package,Area under the ""pdf"" in kernel density estimation in R,Best approach for model selection Bayesian or cross-validation?,Consistent ranked list for ROC interpolation,Correlation as a likelihood measure,Countering false positives in GWAS due to linkage disequilibrium,Evaluating and combining methods based on ROC and PR curves,Help evaluating a posterior probability expression,Interpolating between models in ROC space,Logical extensions after logistic regression,MCMC sampling of decision tree space vs. random forest,Multiple eigenvectors in graph spectral clustering,Numerical or computational method to generate density estimate,Optimising for Precision-Recall curves under class imbalance,Public databases of learned HMM models for NLP,Sampling variables and calculating likelihood in WinBUGS/OpenBUGS,Standard library for Funk SVD or other gradient descent SVD/eigenvalue,Statistical model of a website,The exact distribution of Wilcoxon rank-sum statistic U,Theoretical link between the graph diffusion/heat kernel and spectral clustering,What is the conjugate of the noncentral hypergeometric distribution?,What is the likelihood ratio for this chi-square test (assocstats),Why are Gaussian ""discriminant"" analysis models called so?"
"8347","Random generation of n-dimensional data with possibly correlated variables,Understanding the intercept value in a multiple linear regression with categorical values,What is the intuition behind the expected transaction value for a customer in the gamma-gamma model?"
"6355","Adjusting for zero mean (standardizing) in a multiple regression model,Algorithms for predicting a couple points in the future,Algorithms/methods for detecting regime changes in data rates,Are there popular dimensionality reduction tools for classification type supervised learning?,Assessing multicollinearity of factors,Confidence measure/statistic for inferring a category with random independent sampling,How do I compute class probabilities in caret package using 'glmnet' method?,If I repeat every sample observation in a linear regression model and rerun the regression how would the result be affected?,Implementing Canonical Correlation Analysis in practice,Is there a qualitatively useful statistic or approach to an ill-behaving sample average?,Orthogonalized regression reference?,Reference book for linear algebra applied to statistics?,References for weighted linear regression with linear constraints on the coefficients?,What are some common tools, initial approaches to data in a prediction problem when facing too many predictors?,What are some motivations for using nonnegative least squares?,What is a good way to know if a variable adds value to an existing regression model without its components,What type of tool/statistic should I use to inspect two misaligned time series of different granularity?,Why does a paired t-test (when appropriate) result in better variance?,Why does adding a time index variable help with a trend in errors?,Why don't we look at $R^2$ when fitting an autoregressive model?,Why would one want to carry out an orthogonalized (gram schmit) regression?"
"9366","How is splitting done on numerical predictors in randomForest package in R?,R multcomp: contrasts for Tukey"
"13803","Fit of a normal distribution to a one-dimensional dataset in R,Is there an alternative to the Kolmogorov-Smirnov test for tied data with correction?,Repeated measure ANOVA vs. random-coefficient models"
"29787","Cause of singularity in matrix for quantile regression,Establish minimum sample size for linear regression with historical data,Find trendline for minimum (not mean) values in distribution,How to choose between two competing linear models?,Significance of adjacency in correlation matrix with ordered variables"
"42021","Call Centre Models,How to find lambda in R, if other parameters are known,Linear regression model, field missing in test set"
"58792","How to analyze elastic net fitted model coefficients,Using K-fold cross validation to select a model's parameters"
"52054","Comparison of Stahel-Donoho and Minimum Covariance Determinant estimation,Does MCD estimator suffers from swamping effect?,How to draw plot of the values of decision function of multi class svm versus another arbitrary values?,How to find set of directions in Stahel-Donoho outlyingness measure?,How to improve the performance of svm by using fuzzy membership function in R?,Is it possible that, for the smaller value of the cost parameter, the margin become small, while for the larger cost, the margin become larger?"
"108945","Command to use with easy way the insert of R dataframe"
"61686","$2\times2$ confusion matrix for clustering in R,How to read the results of Dunn's test?,What is robust data?,Which distribution should I use when building a GAM in R?"
"80919","How to simulate censored data"
"87411","Poisson Processes: Conditional Expectation,Random forest clustering"
"90405","VAR - ARCH LM Test results are conflicting"
"29054","Interpreting the residuals vs. fitted values plot for logit GLMM?,Using clusters in parameters to divide up a logistic regression?,What do I use to describe the difference between two groups in terms of found latent variables,What is the proper association measure of a variable with a PCA component (on a biplot / loading plot)?"
"4148","Multiple regression with no origin and mix of directly entered and stepwise entered variables using R"
"27411","State space model and a Kalman filter"
"38231","Magnitude of standardized coefficients (beta) in multiple linear regression,Standardized coefficients for linear models with numeric and factor variables in multiple linear regression using scale() function in R"
"55758","Newbie: Decision Tree in R with Two classes(Yes/No) where one class (No) is much larger than other class (Yes)"
"78234","How to fit data when SSE is unreliable"
"13634","Are bootstrapped parameter standard errors unbiased in time series data?,Are penalized regression techniques greedy algorithms?,Better to use cross-validation or training/holdout for predictive modeling?,Bounds on Cov(X, Y) given Var(X), Var(Y)?,Calculating average treatment effect for propensity score matching with MatchIt and Zelig packages in R,Calculating McFadden's pseudo-$R^2$ in glmnet?,calculating variance of sum of predicted costs from two-part model,Calculating weight as 1/(stnd error) for weighted regression if stnd error = 0,Can (should?) regularization techniques be used in a random effects model?,Can factor analysis improve the fit of a predictive regression model?,Can I perform Cox regression on left truncated records?,Can supervised machine learning techniques infer the formula (if it exists) for a statistical model?,Choosing optimal alpha in elastic net logistic regression,Control for regression to the mean effects when comparing propensity score matched observations?,Cross validation for variable selection and coefficient shrinkage?,Does ridge regression adequately control for regression to the mean effects in my outcome variable?,extrasolar planet puzzler,Gradient boosting machine accuracy decreases as number of iterations increases,How are hidden layer weights computed in a multilayer neural network?,How is plot of p-values distribution related to calculation of the false discovery rate?,How to calculate stnd error for sample proportion with finite population correction when N is a random variable?,How to compare models using bootstrap optimism adjusted prediction error?,How to correctly implement iteratively reweighted least squares algorithm for multiple logistic regression?,How to create dummy variables for interaction term between categorical variables?,How to evaluate stacking ensemble model vs. other models with 10-fold cross-validation?,How to gently introduce epidemiologists/public health coworkers to advanced predictive modeling?,How to model continuous predictor variable, $x\ge0$, showing continuity ""jump"" at $x=0$?,Increasing power of test by transforming format of data - is this cheating?,Is multicollinearity implicit in categorical variables?,Is Rule of Three inappropriate in some cases?,Is the average treatment effect on the treated (ATT) a meaningful comparison in propensity score analysis?,Limit on number of time varying covariates in extended Cox regression?,OK to use residual sum of squares for cross-validation of binary outcome?,Penalized regression with zero-inflated models,Perl advantages in data management/statistical analysis?,Possible to code contrasts comparing each level to grand mean with no reference category?,Predictive modeling techniques for in-sample rather than out-of-sample prediction?,Procedure for testing covariate balance for generalized propensity score estimator,Proper bootstrapping technique for clustered data?,Question about weighted logistic regression,RAM requirements for multivariate regression in SAS and R?,random effect or time series model?,Recommendation for propensity score analysis text?,Sampling from dataset without sacrificing power of multivariate logistic regression,Selection of k knots in regression smoothing spline equivalent to k categorical variables?,Should repeated cross-validation be used to assess predictive models?,Standardize continuous predictor variables on [0, 1] scale?,Using Duan Smear factor on a two-part model,Valid to run glmnet package with single lambda value for lasso regression instead of sequence of lambda values?,What are pitfalls of bootstrapping on random sample of master data?,What is expected count formula for zero-inflated negative binomial regression?,Why conduct large scale multiple comparisons rather than multiple regression?,Why is it valid to account for k-1 intercepts w/ only 1 random intercept parameter?,Why no mention of penalized regression techniques in Applied Logistic Regression, 3rd edition, by Hosmer, Lemeshow, and Sturdivant?,Writing a coordinate descent algorithm for elastic net in SAS"
"90382","In a multiple linear regression model, how do I test the null hypothesis that multiple coefficients are equal to zero simultaneously?"
"114856","Bootstrapping a fitted distribution,One sided distributions that work with zeroes"
"71404","Using lmer for full HLM with multiple level 1 variables---syntax question"
"1709","Boundary effect in a wavelet multi resolution analysis,Comparison of the tails of two sample distributions,Estimating parameters of a dynamic linear model,Graph theory -- analysis and visualization,How to create coloured tables with Sweave and xtable?,How to deal with time series with revisions?,How to remove trend with no look ahead bias?,Incremental PCA in R,Interpretation of the Granger causality test,Is there a difference between seasonality / cyclicality / periodicity,Is there an equivalent of ARMA for rank correlation?,optimise sharpe ratio with caret package,PCA with covariance matrix calculated using random matrix theory in R,R packages for ONLINE seasonality analysis,R: update a graph dynamically,State space form of time varying AR(1),Statistical significance for correlated significance tests,symmetry of linear regression,Usage of HMM in quantitative finance. Examples of HMM that works to detect trend / turning points?,using stl (seasonal decomposition with loess) for weekly data,Wavelet auto correlation,weak classifier with weak features,What does that mean that two time series are colinear?,What is the difference between Kalman filter and moving average?"
"7119","Compare Models. LOCCV implementation in R,How does leave-one-out cross-validation work? How to select the final model out of $n$ different models?,Quantify influence in ANOVA,Visualize sets and their connections,Why compare sum of squares with ANOVA (and not mean)?"
"11032","Auto.arima vs autobox do they differ?,Can two dependent rvs X and Y that are nonnegative have a normal distribution for X-Y? Can it be done with half normals?,Errors-in-variables regression: is it valid to pool data from three sites?,How do you explain the difference between relative risk and absolute risk?,How do you select variables in a regression model?,Is the theory of minimum variance unbiased estimation overemphasized in graduate school?,Linear regression vs analysis of variance: how to explain the difference?,Taleb and the Black Swan,When submitting analyses to FDA how does using R affect issues of software validation?,Where did the term ""learn a model"" come from,Why can't we trust our intuition with probability?,Why is random assignment important in stratified sampling?"
"42336","Count data with one factor level containing only zeroes,Should anova(model, test=""Chisq"") not produce a test statistic as well as a P value?"
"78042","Hypothesis Tests for Non-linear least squares coefficients"
"83452","Why can't we use top-down methods in forecasting grouped time series?"
"11596","How to read files (text and excell) into R?"
"11055","Difference between survival analysis and classification?,How to interpret the output for calculating concordance index (c-index)?,How to interpret the output of survival analysis?,How to run survival analysis on big dataset?,Meaning of output terms in gbm package?"
"34859","Specifying a linear mixed model in lmer with replications nested within a fully crossed design,What is the null model for a likelihood ratio test of a within-subjects factor?"
"49638","How to properly use generalized method of moments (GMM) estimation with plm in R?,How to test for group differences in poisson distributed variables with unequal length?,How to use a parametric statistical test with R?"
"172","A good resource to learn about the intuition and optimization models behind Markovitz modern portfolio theorem,Bayesian Updating for a Discrete Rating Value,Comparing two objects rated by a bipolar scale,Incorporating the confidence in the training data into the ML model,Introductory book for multivariate statistics,Is it possible to have a pair of Gaussian random variables for which the joint distribution is not Gaussian?,Mean squared error for data with skewed distribution,Measure of variation around Median,Nonhomogeneous Poisson and Heavy tail inter arrival time distribution,R command for stcox in Stata,References for survival analysis,RMSE vs. Coefficient of Determination,Survival Analysis tools in Python,Weighted mean of two 2D Gaussian random variables,What is the proper way of converting ordinal values to numbers?,Where can I find unit tests for evaluating my student t-test?"
"9326","Bootstrap p.value, Wilcoxon rank sum or other test?,Effect of treatment on correlation between two sets of variables,Feature selection for disease classification based on tests,Plot precision recall using a vector of ranks,Statistical test on percentage data with replicates,What is the advantage of median polish over the median?"
"38294","How does knnimpute of the preprocess function work?,Imputation of missing data before or after centering and scaling?,Unbalanced dataset - ROC curve to compare classifiers?"
"90574","How are errors terms calculated in GARCH model by rugarch package?,How to find parameters of AR(1) model with student-t error terms?"
"7892","How to apply an AR(MA) model to a prewhitened signal?"
"17046","Calculating Variance of Y in linear regression model given variance of X and e where e = error term,Does a zig-zagging residual plot mean that normality has been violated?,How do I create and interpret an interaction plot in ggplot2?,How does the squared residual of a high leverage sample observation differ from the population's variance?,How to determine a null and alternative hypotheses and interpret F-test results, a specific example,How to reference R's automatically generated dummy variables in a linear model,Is it ever okay to ignore heteroskedastic residuals and continue with analysis?,Model construction: when to shuffle data and when to sort it?,Pitfalls to avoid when transforming data?,Probability of observing value EQUAL to +2 SD in a standard normal dist with parameters N(0,1),R not testing certain variables in forward stepwise regression?,R: Is it possible to retrieve a KNN model's predicted Y at a given point?,R: Missing levels of categorical variable in summary of linear model,R: Random Forest throwing NaN/Inf in ""foreign function call"" error despite no NaN's in dataset,R: Time series: Difference of arrays returns 0 instead of true difference,Testing Independent variables impact during different decades,Using ACF or PACF to build an AR(p) model?,Visually random model residuals, yet heteroskedastic? ( very small Breusch-Pagan Test P-Value),What about throwing out 2/3rds of a data set?,What does it mean to build a so-called mean equation?,What is an indicator in statistics and why is it used to refine models?,When is the probability of a variable equivalent to a function of the variable i.e. when does p(x)=f(x)?"
"123764","How to bound a value in a function in r,optimize a function in presence of NAs values in R"
"51908","Confidence interval question when population SD known,Help creating a chart to show categorical data over time,How to assess variable to transform in multiple regression?,How to back transform when there is transformation in IV and DV,How to calculate the variance for mean of means?,How to check if one factor affects Y variable when we have two factors?,How to interpret an ANOVA table comparing full vs reduced OLS models?,How to 'read' (understand ) an expected value equation (example inside),How to represent categorical data in a pie graph form?,How to visualize this data?,Linear regression model vs logistic regression,What does ""explained variation"" mean in reference to R-squared?,What explains the correlation between the slope and intercept?,What is a basic f-test actually telling me?,Which tool would be best analyzing human body movements and another persons reaction to it,why is the denominator of the correlation coefficient the SD of X multiplied by SD of Y?"
"19691","spec.pgram in R: how to check for seasonality with longer phase?"
"31261","A supposedly straight forward proof,Binary and ordinal scale,Constraint optimisation,Continuation ratio and Cumulative proportional odds model,download Ebay.R code,Empirical Bayes,Latent variables motivation for ordinal and binary logistic regression,Normalized likelihoods,Predicting class probabilities in regression based on area under the curve,Univariate random variables with a multiparameter exponential family,Variance of parameters,Writing an ordinal (proportion odds model) as function of binary regression"
"70216","Blocks in a given numeric vector,Independent RVs theorem: rigorous?,Indicator Function"
"14344","Time series Modelling - Forecasting for weekly incidents"
"46890","Conditional expected lifetime in survival analysis,Predicting conditional expected lifetime by Cox model in R,Prediction problem: Do I have to sample the data set so that the outcomes are balanced?"
"68825","Low p-value in test of uniformity of uniformly distributed data?"
"35529","Heckman two-step regression estimated covariance matrix in R,Statistical hypothesis test on euclidean spaces"
"69821","Is a High R squared a Sufficient condition for a spurious regression?,Testing for Partial Structural Break in R"
"130757","Regression of a combined linear model in R"
"10746","Mixed-effect modelling including factor with NA,Outlier removal prior to mixed-effect modelling,Shapiro-Francia test error"
"29386","Compute a probability using stochastic simulation,Estimating of point in the density of bimodal distribution,Estimation parameters using Generalized Method of Moments and Generalized Empirical Likelihood with R,Generating random variable from density function,How to construct a rolling annual returns from a time series using R?,How to get the values ​​of the probability density of a given data using R? The goal is to get the values of the function not the graph,Interpretation of Maximum likelihood estimation,Package ‘ﬁtdistrplus’,Parameter region for existence of solutions of equation"
"45370","r, How to create two correlated variables that are distributed jointly normal (mean 0, var 1)"
"25058","Finding Confusion Matrix from TPR and FPR,How to fit a regression model for data like this,How to handle Regression data thats not linear,Mean absolute percentage error (MAPE) in Scikit-learn,Pr(Z&gt;|z|) values and the level of significance,Regression on dataset whose scatter plot contains 2 clusters,When to Log/Exp your Variables when performing Linear Regression?,Why do categorical predictor variables in regression need to be recoded as multiple predictors?,Why is Hedonic Regression used instead of Linear Regression"
"3269","95% confidence interval for a given data set,A question on sampling distributions,Automatic labeling of training set,Binary choice model and classification,Bootstrap-based confidence interval,Cancellation operation in time series analysis,changepoint detection and its analysis,Classification performance and the feature set selection,Cross validation of result from glmnet,Derivation of the posterior over topics in LDA,difference between hierarchical dirichlet process and nested dirichlet process,difference between neural network and deep learning,Dimensionality reduction using self-organizing map,Dirichlet process mixture model with Bayesian hierarchical clustering,Feature selection for the text mining?,Graphical pattern of short memory ARMA-type component,How does cross-validation overcome the overfitting problem?,how to get feature map for a given kernel function,How to interpret ""weight-position"" plot when using self-organizing map for clustering?,How to understand the label-bias problem in HMM?,Increasing the sample size does not help the classification performance,integrate domain knowledge into the deep learning framework,Is there any difference between the terms ""paired t-test"" and ""pairwise t-test""?,Linear kernel and non-linear kernel for support vector machine?,Lucene-based text feature construction,max pooling layer and number of feature channels,Multivariate time series clustering,number of feature maps in convolutional neural networks,R packages for Bayesian online change point detection of multi-dimensional time series,Regarding boosting, bagging and bootstrapping,regarding computing output size for convolutional layer,regarding the convolutional network structure of FCNN,Regarding the different variable selection result between regression modeling and random forest,Regarding the quantile regression via optimization approach,Regarding three R packages for Bayesian analysis,Regarding topic candidate list for topic modeling analysis (LDA),Regularized logistic regression and support vector machine,relation between confidence interval and likelihood function,relationship between ARMA and AR,relationship between fully connected layer and convolutional layer,Relationship between number of training set and classification performance,Relationship between the characteristics of training data set and built decision tree,Ridge, lasso and elastic net,Sampling method for constructing multiple groups from a given pool,Sampling plan for a large data set showing a given pattern,stacked autoencoder decoder and deconvolutional network,Statistical power of unit root test,stick breaking model of Dirichlet process,test interactions for multiple regression with many predictor variables,The approach of labelling a collection of documents using a shared topic,The bottleneck of applying deep learning in practice,The concept of ""average run length"" in change point detection,the reason that the larger gradient flowing through an ReLU neuron can cause it to die,the relationship between hypothesis test and confidence interval?,The relationship between the number of support vectors and the number of features,The way to evaluate the importance of an independent variable in a regression model,Understanding and applying sentiment analysis,understanding of effect of $\alpha$ in Dirichlet distribution,understanding of libsvm output,Understanding replication and lack-of-fit in regression modeling,Understanding the physical meaning of a plot of a Random Forest model,Use of the Gamma parameter with support vector machines,Visualizing two variables which have a very similar values,What is the reason the $\log$ transformation is used with right-skewed distributions?"
"22456","What do the ""coefficients"" in R's HoltWinters function represent?"
"41434","Interpreting estimates from generalized models in R"
"36565","Previous knowledge to derive Student's t-distribution,What are the units in this PCA biplot?"
"78025","J48 in Weka and R,Text mining of machine logs to find correlation between errors in R"
"15964","Is E-Divisive with Medians (the Twitter BreakoutDetection algo) robust and efficient?"
"92343","Rare event bias techniques"
"116147","Decomposing a multi seasonal time series using tbats in R,Hourly electricity demand data finding AR and MA terms"
"125344","Can I specify the Standard Error of the Mean (SEM) with the plus minus sign?,Poisson distribution and cluster analysis"
"27517","Survival analysis with ridge regression in R give same results with different random seeds"
"40501","Create bins for lognormal data for cluster analysis,LCA number of parameters &amp; degrees of freedom,Using proper scoring rule to determine class membership from logistic regression"
"43750","Alternatives to proportional odds mixed effects models,Are discrete single value prior distributions always lost in MAP estimation?,Caculate Type II error for Binomial distribution,Data visualization tips for a 2x2 factorial design,Distinction between fixed effects and random effects for continuous predictors,Does the calculation of error bars in lme4 require the Cosineau (2005) correction?,How does the sim() function in the arm package determine non-informative priors?,How is the coefficient of determination in ANCOVA computed?,Interpreting the mathematical formula of a mixed effect model,Linear mixed effect model vs. Ordered Probit vs. Ordered Logit with ordinal response,lmer() parametric bootstrap testing for fixed effects,Refitting with different contrasts vs. pairwise comparisons,Showing shrinkage with a plot for the interaction coefficient in a mixed-model,What interpretation do the parameters of a generalised linear model with effect coding have?"
"35337","Auto-correlation vs. number of observation periods,Autoregressive model in R,Coefficients by group,How to set up the initial data in the nls model,mix model for averages or for raw data,Modeling error structure in lmer in R?,Specification of Mixed Model"
"71882","interpreting NMDS ordinations that show both samples and species"
"5536","$\alpha,\beta\ge 1$ in a Beta distribution. What does it imply for the mean and variance?,$\min D_\textrm{KL}(p(x_1,\dots,x_n) \mid\mid q_1(x_1)\cdots q_n(x_n))$ gives the marginals of $p(x_1,\dots,x_n)$?,$\sigma^2 \le (\mu-a)(b-\mu)$ for all probability distributions bounded on $[a,b]$?,$f(x)$ is an increasing function. $\langle X_1 \rangle &gt; \langle X_2 \rangle \Rightarrow \langle f(X_1) \rangle &gt; \langle f(X_2) \rangle$?,Approximate a product of Beta PDFs with another Beta PDF,Calculate logarithm of Beta function for large alpha, beta in C++?,Converting central moments to non-central moments (and back),Does the uniform distribution have the greatest variance among all concave distributions on a bounded interval?,Efficient computation of a (truncated) distribution's parameters given the moments (and back),Efficient computation of the distribution of a weighted sum of finite discrete random variables,Entropy of generalized distributions?,Find subset of points with mutual monotone increasing tendency,Find the input/output probability distributions that realize the capacity of communications channel?,Fix dominant columns/rows in symmetric data matrix?,Generalization of the Irwin-Hall distribution for general linear combinations of uniform variables?,Generate a random set of numbers with fixed sum and desired means and variances?,How to analyze $ 2\times n$ contingency table?,How to integrate products of beta distributions with large $\alpha$, $\beta$?,How to locate the peak of the convolution of two log-concave distributions?,How to sample a truncated multinomial distribution?,If $P(u,v|x,y)=P(u|x)P(v|x)$, does it follow that $P(x,y|u,v) = P(x|u)P(y|v)$?,Inferring correlation from paired occurrences?,Is $I(X,Y;Z)$ connected with $I(X;Z)$ and $I(Y;Z)$?,Logarithm of incomplete Beta function for large $\alpha,\beta$,Maximum entropy continuous distribution given first moment on bounded interval?,Mean and variance of a Beta distribution with $\alpha \ge 1$ or $\beta \ge 1$?,Minimize $K(p||q)$, when $q$ is not normalizable?,Moment/cumulant series expansion of probability distribution?,Obtain probability density function from its cumulants?,Proof of recurrence between cumulants and central-moments,Random multinomial sample, with some restrictions,Randomly sample bounds from many multi-dimensional points,Something like PCA for nonlinear discrete data?,Stable distributions that can be multiplied?,Success rate estimate and error from a sample of a Bernoulli distribution?,Sum of Bernoulli variables with different success probabilities,Sum of uniformly distributed random variables over different intervals?,The marginals of a truncated multinomial are truncated binomials?,Uniform sampling of constrained binary vectors by Gibbs sampling,What is the maximum entropy probability density function for a positive continuous variable of given mean and standard deviation?,What's the minimum of $\mu (1-\mu)/ \sigma^2$ over all continuous unimodal distributions on a bounded interval $[0,1]$?,Why doesn't P(x|y) determine P(x,y)?"
"31009","Mixed effects models for nested study design and time-series,Path analysis, sample sizes, and alternative analysis"
"17633","Logistic regression for abiotic influences on behavior,Question with R and repeated measures"
"45224","Analyzing pre/post program retail market data,CFS discrete-discrete correlations,Dependent (Paired) T-Test Sample Variance,Fitting regression in R,Geocoded node map visualizers?,How are specificity and sensitivity for medical tests measured?,Interpreting ACF and PACF Plot,Measuring impact of advertising on retail sales,Repeated measures ANOVA in retail sales programs?,Weighting related attributes in hierarchical clustering"
"57126","One-sided Fisher's exact test with mid-p correction"
"121603","Find feature Importance not on basis of count but importance,Measuring Accuracy of the SVM based model"
"43790","comparing ARMA coefficients,comparing means of two unbalanced samples that are dependent,Diebold Mariano test for multiple forecasts in R,Estimating ARMA equation using lm() in R,f test of equality of variance on error variances,F test to test equality of variance,Forecast evaluation for rolling forecast,How do I estimate VECM with weak exogeneity restrictions placed in R?,How to compare forecast performance of two subsamples?,Shewhart and CUSUM control chart for k step ahead forecast error,strucchange package on ARIMA model,Structural break test on an arma model any statistical software packages"
"45307","How to minimize SSE with given slope of 1?"
"46020","Post-hoc tests on linear mixed model give mixed results.‏"
"70279","Encompassing Tests to compare models in R,Large standard errors in Logistic Regression Model,Odds ratios for continuous independent variables,When AIC and Adjusted $R^2$ lead to different conclusions,Wilcoxon V Statistic or W Statistic - interchangeable?"
"138414","Adding a quadratic term flips the signs of the coefficients,Family selection with multivariate categorical GLMs"
"17112","AP Statistics exam,Confused about region of rejection vs P-value.,Does the regression line have equicontinuity?,Finding the degrees of freedom for a confidence interval for the difference of two means,How can I tell which location is the best?,How to perform two-sample t-test with Minitab?,Influential residual vs. outlier,Question about the relationship between the variance of residuals and variances of the data points,Required conditions for using a t-test,Residual plot with a slope of 1,Sum of Squares reference resources,What hypothesis for A is better than B?,When does replication reveal fraud?,Where to find a good beginner's R Primer?"
"29183","Applying LASSO with cross-sectional/time-series data,Bayesian Information Criterion (BIC) for large samples,Bayesian model averaging for variable selection in R,Bayesian model averaging in the case of large number of predictors,Best linear unbiased estimator,Computing Bayes Factor using ""Bayesfactor"" package,Computing BIC for SUR model,Determine weights in weighted least squares regression,Estimated variance using linear factor models,Estimating the distribution of a variable,How to set-up a cross-sectional regression with common shocks?,Identifying distribution of a variable,Inconsistent results using Bayesian Model Averaging for model selection?,Interpretting LASSO variable trace plots,LASSO in R for variable selection: how to choose the tuning parameter,Linear regression with log dependent variable,Negative fitted values in OLS regression,Newey-West standard errors in OLS,Odd shift of statistical significance when some variables are dropped from model,Performing ""all-possible regressions"" in R,Pooled OLS with time-variant regressors,Regression with inverse independent variable,Robust OLS standard errors (Newey-West),Running time-series regressions on a dataset with large gaps: is it legitimate?,Should control variables be included in model if statistically insignificant?,Variable Transformation using Cumulative Distribution Function (CDF),Weighted least-squares negative fitted values"
"48745","Caret classification: feature selection &amp; unbalanced data,Logistic regression categorical variable interpretation after transformed into dummy variable,Model comparison: segmented GLM and GLM,R: Replicate results from predict.glm with type = ""term"",scatterplot smoothing in r with big dataset: different methods,Weighted piecewise regression to model proportion?"
"86286","How do we decide on how to fill missing values in data?,How to approach a regression problem?,Meaning of Dummy Variable,Meaning of Surrogate Split,Meaning of this Cluster Analysis"
"95443","Combining Lower Correlation Predictors to Create Higher Correlation Predictors,Rolling Forecast Re-training Step Concept,TBATS elapsed time greater than system plus user"
"20836","Are these MLE estimates biased?,Generalised least squares: from regression coefficients to correlation coefficients?,Standard errors of regression coefficients based on sample size,Survival regression variance estimates"
"82350","Multi level model in R: error comparing models due to different number of observations,What does a p-value of exactly 1.0000 mean?"
"94965","Bayesian planned orthogonal contrasts, can one just average two means?,How can I add mean labels to a bar chart in [R]?"
